act,frame,error
greeting,31,5.3999877
greeting,32,5.467018
greeting,33,5.5024457
greeting,34,5.480162
greeting,35,5.385293
greeting,36,5.3195505
greeting,37,5.3072243
greeting,38,5.3377852
greeting,39,5.376037
greeting,40,5.4168854
greeting,41,5.5174084
greeting,42,5.5695367
greeting,43,5.6198044
greeting,44,5.6344323
greeting,45,5.655377
greeting,46,5.7272515
greeting,47,5.8942246
greeting,48,6.1273437
greeting,49,6.3036737
act,frame,error
phoning,0,0.0
phoning,1,0.032126777
phoning,2,0.055377886
phoning,3,0.0682692
phoning,4,0.04285676
phoning,5,0.027228545
phoning,6,0.021801123
phoning,7,0.06444703
phoning,8,0.066602506
phoning,9,0.03513275
phoning,10,0.06990833
phoning,11,0.4099758
phoning,12,2.140853
phoning,13,2.6150894
phoning,14,2.8658595
phoning,15,2.9855397
phoning,16,3.322562
phoning,17,3.468112
phoning,18,3.592878
phoning,19,3.7441545
phoning,20,3.8111076
phoning,21,3.9078727
phoning,22,3.913152
phoning,23,3.907023
phoning,24,4.0664573
phoning,25,4.1558895
phoning,26,4.113183
phoning,27,4.1358414
phoning,28,4.193852
phoning,29,4.2857976
phoning,30,4.323424
phoning,31,4.3818493
phoning,32,4.44266
phoning,33,4.4313054
phoning,34,4.5337496
phoning,35,4.6708755
phoning,36,4.8113203
phoning,37,4.9607816
phoning,38,5.027368
phoning,39,5.069659
phoning,40,5.1224065
phoning,41,5.1997404
phoning,42,5.4718437
phoning,43,5.603513
phoning,44,5.6771135
phoning,45,5.7518387
phoning,46,5.8795104
phoning,47,5.910996
phoning,48,5.972411
phoning,49,6.001863
act,frame,error
posing,0,0.0
posing,1,0.027331596
posing,2,0.032152027
posing,3,0.04186243
posing,4,0.02873944
posing,5,0.01868542
posing,6,0.018157674
posing,7,0.043447938
posing,8,0.039701227
posing,9,0.027852051
posing,10,0.04484175
posing,11,0.47487888
posing,12,0.81125534
posing,13,1.3086405
posing,14,1.8954482
posing,15,2.3300085
posing,16,2.85528
posing,17,3.4976518
posing,18,4.133314
posing,19,4.6385617
posing,20,4.986155
posing,21,5.2755127
posing,22,5.5444503
posing,23,5.749935
posing,24,5.858452
posing,25,5.98324
posing,26,6.1043644
posing,27,6.249451
posing,28,6.345919
posing,29,6.5123463
posing,30,6.692723
posing,31,6.884502
posing,32,7.1471167
posing,33,7.387623
posing,34,7.5331273
posing,35,7.463273
posing,36,7.3069882
posing,37,7.231897
posing,38,7.368095
posing,39,7.5654664
posing,40,7.7459726
posing,41,7.902366
posing,42,8.084319
posing,43,8.2529545
posing,44,8.411672
posing,45,8.532633
posing,46,8.640681
posing,47,8.665275
posing,48,8.628219
posing,49,8.485347
act,frame,error
purchases,0,0.0
purchases,1,0.032983292
purchases,2,0.024702182
purchases,3,0.06640547
purchases,4,0.025232168
purchases,5,0.019863134
purchases,6,0.018782148
purchases,7,0.054728337
purchases,8,0.053959213
purchases,9,0.043243315
purchases,10,0.053218253
purchases,11,0.615283
purchases,12,1.325157
purchases,13,1.8062934
purchases,14,2.0471776
purchases,15,2.26082
purchases,16,2.5488508
purchases,17,2.8430243
purchases,18,3.0906892
purchases,19,3.2354918
purchases,20,3.2478633
purchases,21,3.410722
purchases,22,3.758783
purchases,23,4.0677342
purchases,24,4.270604
purchases,25,4.422772
purchases,26,4.4198093
purchases,27,4.341403
purchases,28,4.4200883
purchases,29,4.598127
purchases,30,4.895277
purchases,31,5.194159
purchases,32,5.370445
purchases,33,5.5889792
purchases,34,5.779111
purchases,35,5.996178
purchases,36,6.1339464
purchases,37,6.178234
purchases,38,5.9653907
purchases,39,5.6692743
purchases,40,5.452029
purchases,41,5.4191446
purchases,42,5.468819
purchases,43,5.4881883
purchases,44,5.4283614
purchases,45,5.4136925
purchases,46,5.450009
purchases,47,5.4290776
purchases,48,5.311387
purchases,49,5.317358
act,frame,error
sitting,0,0.0
sitting,1,0.030152028
sitting,2,0.03250579
sitting,3,0.046865493
sitting,4,0.028749926
sitting,5,0.022350889
sitting,6,0.020691542
sitting,7,0.05370134
sitting,8,0.046657
sitting,9,0.035786405
sitting,10,0.047636494
sitting,11,0.56994057
sitting,12,1.0241839
sitting,13,1.3957663
sitting,14,1.6534036
sitting,15,1.9855492
sitting,16,2.258979
sitting,17,2.503475
sitting,18,2.7708333
sitting,19,3.1219893
sitting,20,3.2887807
sitting,21,3.438209
sitting,22,3.57126
sitting,23,3.7136867
sitting,24,3.7792685
sitting,25,3.8503954
sitting,26,3.9345667
sitting,27,4.0412645
sitting,28,4.134421
sitting,29,6.0775104
sitting,30,6.068493
sitting,31,6.098857
sitting,32,6.1584644
sitting,33,6.211853
sitting,34,6.2219453
sitting,35,6.2173753
sitting,36,6.2143335
sitting,37,6.22506
sitting,38,6.253804
sitting,39,6.306944
sitting,40,6.356335
sitting,41,6.382998
sitting,42,6.4028354
sitting,43,6.418623
sitting,44,5.217561
sitting,45,5.2067666
sitting,46,5.2160482
sitting,47,5.2110777
sitting,48,5.283356
sitting,49,5.2109675
act,frame,error
sittingdown,0,0.0
sittingdown,1,0.028931353
sittingdown,2,0.032792415
sittingdown,3,0.045078773
sittingdown,4,0.027423985
sittingdown,5,0.019861694
sittingdown,6,0.018955765
sittingdown,7,0.052791573
sittingdown,8,0.040515505
sittingdown,9,0.03386265
sittingdown,10,0.04788941
sittingdown,11,0.5339049
sittingdown,12,1.3476335
sittingdown,13,1.9423165
sittingdown,14,2.4071155
sittingdown,15,2.6476471
sittingdown,16,2.9230363
sittingdown,17,3.1563191
sittingdown,18,3.3742058
sittingdown,19,3.5426297
sittingdown,20,3.742013
sittingdown,21,3.9076679
sittingdown,22,3.958069
sittingdown,23,4.152254
sittingdown,24,4.3221703
sittingdown,25,4.5333853
sittingdown,26,4.754991
sittingdown,27,4.9770136
sittingdown,28,5.167536
sittingdown,29,5.3450513
sittingdown,30,5.4895043
sittingdown,31,5.589765
sittingdown,32,5.7044
sittingdown,33,5.7923355
sittingdown,34,5.995358
sittingdown,35,6.1304026
sittingdown,36,6.255459
sittingdown,37,6.2932053
sittingdown,38,6.4047146
sittingdown,39,6.48354
sittingdown,40,6.750629
sittingdown,41,6.869029
sittingdown,42,7.0389013
sittingdown,43,7.173203
sittingdown,44,7.2839093
sittingdown,45,7.53278
sittingdown,46,7.620989
sittingdown,47,7.679252
sittingdown,48,7.64958
sittingdown,49,7.673348
act,frame,error
takingphoto,0,0.0
takingphoto,1,0.030184804
takingphoto,2,0.03230409
takingphoto,3,0.045758504
takingphoto,4,0.021974502
takingphoto,5,0.020022908
takingphoto,6,0.01823868
takingphoto,7,0.042361133
takingphoto,8,0.045562554
takingphoto,9,0.03593879
takingphoto,10,0.048774935
takingphoto,11,0.31145024
takingphoto,12,0.5903768
takingphoto,13,0.97527134
takingphoto,14,1.3662409
takingphoto,15,1.5422599
takingphoto,16,1.7389338
takingphoto,17,1.9645998
takingphoto,18,2.2085133
takingphoto,19,2.4167433
takingphoto,20,2.6136036
takingphoto,21,2.6293194
takingphoto,22,2.8002574
takingphoto,23,2.9248006
takingphoto,24,2.9730654
takingphoto,25,3.0429103
takingphoto,26,3.1156673
takingphoto,27,3.189908
takingphoto,28,3.2359219
takingphoto,29,3.3330467
takingphoto,30,3.383507
takingphoto,31,3.4078403
takingphoto,32,3.4524481
takingphoto,33,3.4952998
takingphoto,34,3.580433
takingphoto,35,3.6300867
takingphoto,36,3.6346178
takingphoto,37,3.6597395
takingphoto,38,3.735445
takingphoto,39,3.8003223
takingphoto,40,3.8783019
takingphoto,41,3.9621282
takingphoto,42,4.098014
takingphoto,43,4.183205
takingphoto,44,4.258169
takingphoto,45,4.327671
takingphoto,46,4.355785
takingphoto,47,4.3940635
takingphoto,48,4.5238833
takingphoto,49,4.645871
act,frame,error
waiting,0,0.0
waiting,1,0.029332336
waiting,2,0.046460714
waiting,3,0.06265909
waiting,4,0.032919962
waiting,5,0.025213074
waiting,6,0.021632934
waiting,7,0.05280663
waiting,8,0.05783459
waiting,9,0.031088766
waiting,10,0.060937457
waiting,11,0.41049853
waiting,12,0.7860533
waiting,13,1.2066613
waiting,14,1.6110678
waiting,15,1.9693853
waiting,16,2.3386226
waiting,17,2.750403
waiting,18,3.0807545
waiting,19,3.429133
waiting,20,3.8077009
waiting,21,4.1344404
waiting,22,4.4714265
waiting,23,4.781472
waiting,24,5.0965385
waiting,25,5.434715
waiting,26,5.747124
waiting,27,6.0536785
waiting,28,6.314813
waiting,29,6.572555
waiting,30,6.774082
waiting,31,6.988673
waiting,32,7.1703973
waiting,33,7.286478
waiting,34,7.315304
waiting,35,7.324672
waiting,36,7.3565664
waiting,37,7.4148226
waiting,38,7.49751
waiting,39,7.5981464
waiting,40,7.678611
waiting,41,7.7929497
waiting,42,7.8967175
waiting,43,7.9614773
waiting,44,7.9503846
waiting,45,7.8667064
waiting,46,7.737225
waiting,47,7.6178513
waiting,48,7.524767
waiting,49,7.415464
act,frame,error
walkingdog,0,0.0
walkingdog,1,0.030775506
walkingdog,2,0.044178385
walkingdog,3,0.06386878
walkingdog,4,0.04158076
walkingdog,5,0.027281728
walkingdog,6,0.024581194
walkingdog,7,0.052495524
walkingdog,8,0.058745693
walkingdog,9,0.03667577
walkingdog,10,0.067836516
walkingdog,11,0.800208
walkingdog,12,1.6359022
walkingdog,13,2.2294145
walkingdog,14,2.6163723
walkingdog,15,2.8446257
walkingdog,16,3.0616887
walkingdog,17,3.2668722
walkingdog,18,3.4731114
walkingdog,19,3.739004
walkingdog,20,3.8905063
walkingdog,21,3.9961782
walkingdog,22,4.2061095
walkingdog,23,4.42446
walkingdog,24,4.633808
walkingdog,25,4.7034626
walkingdog,26,4.7685566
walkingdog,27,4.893422
walkingdog,28,4.9585114
walkingdog,29,5.089128
walkingdog,30,5.0967717
walkingdog,31,5.080712
walkingdog,32,5.1152754
walkingdog,33,5.1610785
